Ti,V,Mn,Fe,Co,Ni,Zr,Mo,Sn,W,CP,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,Cation,Anion,P_low,P_high,CD,Cs
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,12.9,2.0,K,OH,0.0,0.4,10.0,1247.0
False,False,False,False,True,True,False,False,False,False,False,0,0,irregular nanoparticles,0,12.9,2.0,K,OH,0.0,0.4,20.0,908.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,25.1,2.0,K,OH,0.0,0.4,2.0,485.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,25.1,2.0,K,OH,0.0,0.4,3.0,464.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,25.1,2.0,K,OH,0.0,0.4,4.0,446.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,25.1,2.0,K,OH,0.0,0.4,8.0,375.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,25.1,2.0,K,OH,0.0,0.4,10.0,354.0
False,False,False,False,True,False,False,False,False,False,False,0,0,irregular nanoparticles,0,25.1,2.0,K,OH,0.0,0.4,20.0,254.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,1.0,1443.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,2.0,1027.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,5.0,729.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,10.0,475.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,46.0,6.0,K,OH,0.0,0.5,20.0,239.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,1.0,1652.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,2.0,1155.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,5.0,926.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,10.0,768.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,126.0,6.0,K,OH,0.0,0.5,20.0,594.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,1.0,1467.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,2.0,1061.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,5.0,864.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,10.0,684.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,111.0,6.0,K,OH,0.0,0.5,20.0,406.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,1.0,1362.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,2.0,968.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,5.0,734.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,10.0,556.0
False,False,False,False,False,True,False,False,False,False,True,G-based,3D special,irregular nanoparticles,embedded,87.0,6.0,K,OH,0.0,0.5,20.0,345.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,0.5,500.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,1.0,456.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,2.0,408.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,3.0,376.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,1D fibers,irregular nanoparticles,interconnection,62.6,6.0,K,OH,0.0,0.5,5.0,330.0
False,False,False,False,False,True,False,False,False,False,False,0,0,bulk,0,18.5,6.0,K,OH,0.0,0.4,3.0,834.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,2.0,2212.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,3.0,1634.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,4.0,1488.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,5.0,1412.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,7.0,1136.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,coated,24.6,6.0,K,OH,0.0,0.4,10.0,978.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,64.3,6.0,K,OH,0.0,0.5,0.5,2022.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,64.3,6.0,K,OH,0.0,0.5,1.0,1835.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,64.3,6.0,K,OH,0.0,0.5,2.0,1670.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,64.3,6.0,K,OH,0.0,0.5,5.0,1400.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,64.3,6.0,K,OH,0.0,0.5,10.0,1011.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,64.3,6.0,K,OH,0.0,0.5,20.0,826.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,121.6,6.0,K,OH,0.0,0.5,0.5,2197.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,121.6,6.0,K,OH,0.0,0.5,1.0,1773.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,121.6,6.0,K,OH,0.0,0.5,2.0,1557.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,121.6,6.0,K,OH,0.0,0.5,5.0,1322.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,121.6,6.0,K,OH,0.0,0.5,10.0,1089.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,121.6,6.0,K,OH,0.0,0.5,20.0,794.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,141.5,6.0,K,OH,0.0,0.5,1.0,2413.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,141.5,6.0,K,OH,0.0,0.5,2.0,2445.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,141.5,6.0,K,OH,0.0,0.5,5.0,2134.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,141.5,6.0,K,OH,0.0,0.5,10.0,1711.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,141.5,6.0,K,OH,0.0,0.5,20.0,1254.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,160.1,6.0,K,OH,0.0,0.5,1.0,2519.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,160.1,6.0,K,OH,0.0,0.5,2.0,2362.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,160.1,6.0,K,OH,0.0,0.5,5.0,2014.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,160.1,6.0,K,OH,0.0,0.5,10.0,1555.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,160.1,6.0,K,OH,0.0,0.5,20.0,902.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,0.5,1536.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,1.0,1431.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,2.0,1215.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,5.0,1081.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,10.0,933.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,irregular nanoparticles,supported,107.8,6.0,K,OH,0.0,0.5,20.0,622.0
False,False,False,False,False,True,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,0.4,1168.0
False,False,False,False,False,True,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,0.8,1074.0
False,False,False,False,False,True,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,1.0,868.0
False,False,False,False,False,True,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,2.0,679.0
False,False,False,False,False,True,False,False,False,False,True,CNF,1D fibers,flower-like clusters,supported,72.6,3.0,K,OH,0.0,0.4,5.0,582.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,0.5,650.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,1.0,643.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,2.0,614.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,3.0,584.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,4.0,546.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,12.0,2.0,K,OH,0.0,0.5,5.0,509.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,0.5,901.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,1.0,895.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,2.0,848.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,3.0,800.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,4.0,736.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,43.5,2.0,K,OH,0.0,0.5,5.0,672.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,0.5,1573.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,1.0,1430.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,2.0,1251.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,3.0,1128.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,4.0,1024.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,52.2,2.0,K,OH,0.0,0.5,5.0,930.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,0.5,729.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,1.0,678.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,2.0,614.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,3.0,549.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,4.0,478.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,nanoparticles,interconnection,37.7,2.0,K,OH,0.0,0.5,5.0,419.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,18.0,2.0,K,OH,0.0,0.4,1.0,1708.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,18.0,2.0,K,OH,0.0,0.4,10.0,701.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,1.0,1843.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,2.0,1743.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,3.0,1661.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,5.0,1537.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,7.0,1414.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,10.0,1280.0
False,False,False,False,False,True,False,False,False,False,True,derived carbon-based,3D porous,hollow morph,coated,24.0,2.0,K,OH,0.0,0.4,15.0,1122.0
False,False,False,False,False,False,True,False,False,False,False,0,0,bulk,0,32.0,2.0,K,OH,-0.1,0.55,1.0,814.0
False,False,False,False,False,False,True,False,False,False,False,0,0,bulk,0,32.0,2.0,K,OH,-0.1,0.55,1.0,638.0
False,False,False,False,False,False,True,False,False,False,False,0,0,bulk,0,32.0,2.0,K,OH,-0.1,0.55,1.0,515.0
False,False,False,False,False,False,True,False,False,False,True,G-based,2D,bulk,supported,59.0,2.0,K,OH,-0.1,0.55,1.0,1238.0
False,False,False,False,False,False,True,False,False,False,True,G-based,2D,bulk,supported,59.0,2.0,K,OH,-0.1,0.55,2.0,784.0
False,False,False,False,False,False,True,False,False,False,True,G-based,2D,bulk,supported,59.0,2.0,K,OH,-0.1,0.55,3.0,565.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,1.0,100.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,2.0,89.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,3.0,83.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,5.0,77.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,7.0,72.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,10.0,66.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,15.0,58.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,12.7,1.0,Na,SO4,-0.8,-0.3,20.0,52.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,1.0,180.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,2.0,141.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,3.0,130.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,5.0,119.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,7.0,113.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,10.0,105.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,15.0,95.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,19.5,1.0,Na,SO4,-0.8,-0.3,20.0,86.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,0.5,148.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,1.0,136.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,2.0,123.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,5.0,113.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,10.0,102.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,20.0,97.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,22.0,1.0,H,SO4,-0.1,0.6,30.0,94.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,0.5,178.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,1.0,168.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,2.0,159.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,18.7,1.0,K,Cl,-0.9,0.2,4.0,148.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,1.0,129.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,1.5,115.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,3.0,102.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,5.0,92.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,21.1,1.0,Na,SO4,-0.8,0.2,10.0,74.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.1,226.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.2,151.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.3,134.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.5,102.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.6,85.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,0.7,75.0
False,False,False,False,False,False,False,True,False,False,False,0,0,nanosheets,0,6.6,1.0,Na,SO4,-0.8,0.2,1.0,35.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.1,270.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.2,240.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.3,180.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.5,155.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.6,136.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,0.7,126.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,nanosheets,supported,365.8,1.0,Na,SO4,-0.8,0.2,1.0,90.0
False,False,False,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,0.5,225.0
False,False,False,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,1.0,215.0
False,False,False,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,2.0,131.0
False,False,False,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,3.0,120.0
False,False,False,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,4.0,112.0
False,False,False,False,False,False,False,True,False,False,True,CNF,1D fibers,flower-like clusters,supported,115.0,1.0,Na,SO4,-0.7,0.0,5.0,106.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,1.0,159.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,2.0,149.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,3.0,135.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,5.0,124.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,10.0,112.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,30.0,3.0,K,OH,0.0,0.42,20.0,99.0
False,False,False,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,1.0,453.0
False,False,False,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,2.0,404.0
False,False,False,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,3.0,395.0
False,False,False,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,5.0,386.0
False,False,False,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,10.0,318.0
False,False,False,False,False,False,False,True,False,False,True,derived carbon-based,3D special,flower-like clusters,embedded,39.4,3.0,K,OH,0.0,0.42,20.0,273.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,2.0,109.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,5.0,100.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,10.0,75.0
False,False,False,False,False,False,False,True,False,False,False,0,0,flower-like clusters,0,9.3,6.0,K,OH,0.0,0.5,15.0,61.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,2.0,132.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,5.0,111.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,10.0,89.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,10.3,6.0,K,OH,0.0,0.5,15.0,66.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,2.0,145.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,5.0,132.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,10.0,111.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,15.0,6.0,K,OH,0.0,0.5,15.0,98.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,2.0,212.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,5.0,155.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,10.0,133.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,26.1,6.0,K,OH,0.0,0.5,15.0,105.0
False,False,False,False,False,False,False,True,False,False,True,G-based,2D,flower-like clusters,supported,13.3,6.0,K,OH,0.0,0.5,2.0,199.0
